"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 11월 07일","70,800","70,400","72,300","70,100","3.76M","1.00%"
"2018년 11월 06일","70,100","70,500","70,600","69,100","2.62M","-0.57%"
"2018년 11월 05일","70,500","72,000","72,100","70,100","3.38M","-2.89%"
"2018년 11월 02일","72,600","70,600","72,800","69,100","5.32M","6.30%"
"2018년 11월 01일","68,300","68,900","69,600","67,800","3.13M","0.15%"
"2018년 10월 31일","68,200","69,300","70,400","67,600","5.03M","0.00%"
"2018년 10월 30일","68,200","66,000","70,900","65,900","6.09M","2.10%"
"2018년 10월 29일","66,800","66,600","67,800","64,800","4.24M","-0.30%"
"2018년 10월 26일","67,000","65,100","67,100","62,900","6.02M","3.55%"
"2018년 10월 25일","64,700","64,700","66,000","63,200","5.71M","-3.00%"
"2018년 10월 24일","66,700","69,400","69,600","65,800","5.69M","-3.47%"
"2018년 10월 23일","69,100","69,600","70,000","68,600","3.02M","-1.29%"
"2018년 10월 22일","70,000","69,600","70,900","69,600","2.35M","0.43%"
"2018년 10월 21일","69,700","70,700","70,700","69,700","-","-1.55%"
"2018년 10월 19일","70,800","68,100","70,900","67,800","2.68M","3.06%"
"2018년 10월 18일","68,700","69,600","69,900","68,700","2.64M","-2.41%"
"2018년 10월 17일","70,400","71,400","71,700","70,300","2.65M","1.00%"
"2018년 10월 16일","69,700","70,300","71,000","69,600","2.20M","-0.85%"
"2018년 10월 15일","70,300","71,600","71,700","69,900","3.70M","-2.90%"
"2018년 10월 14일","72,400","72,400","72,400","72,400","-","0.00%"
"2018년 10월 12일","72,400","69,200","73,200","69,200","4.80M","4.93%"
"2018년 10월 11일","69,000","67,600","70,200","67,500","4.85M","-1.85%"
"2018년 10월 10일","70,300","70,300","71,100","69,800","3.62M","-1.26%"
"2018년 10월 09일","71,200","71,200","71,200","71,200","-","0.00%"
"2018년 10월 08일","71,200","69,500","71,800","69,400","2.69M","1.28%"
"2018년 10월 07일","70,300","70,300","70,300","70,300","-","0.00%"
"2018년 10월 05일","70,300","69,700","71,100","69,400","3.78M","0.43%"
"2018년 10월 04일","70,000","71,700","72,200","69,800","5.68M","-2.37%"
"2018년 10월 03일","71,700","71,700","71,700","71,700","-","0.00%"
"2018년 10월 02일","71,700","73,600","74,000","71,600","3.97M","-2.71%"
"2018년 10월 01일","73,700","74,300","74,600","73,200","2.96M","0.82%"
"2018년 09월 30일","73,100","73,100","73,100","73,100","-","0.00%"
"2018년 09월 28일","73,100","75,300","75,900","73,100","5.54M","-2.53%"
"2018년 09월 27일","75,000","75,900","75,900","74,700","5.83M","-2.22%"
"2018년 09월 26일","76,700","76,700","76,700","76,700","-","0.00%"
"2018년 09월 21일","76,700","77,100","77,500","76,300","5.66M","-3.03%"
"2018년 09월 20일","79,100","78,600","79,900","78,000","3.39M","0.38%"
"2018년 09월 19일","78,800","79,400","79,700","78,400","2.81M","1.03%"
"2018년 09월 18일","78,000","76,600","78,300","76,100","2.45M","1.04%"
