"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 04월 25일","148,600","145,200","150,200","144,800","581.23K","2.48%"
"2018년 04월 24일","145,000","147,000","147,000","144,400","484.58K","-1.36%"
"2018년 04월 23일","147,000","145,400","147,600","145,400","309.14K","-79.81%"
"2018년 04월 22일","728,000","728,000","728,000","728,000","-","400.00%"
"2018년 04월 20일","145,600","147,600","149,000","145,200","478.97K","-1.36%"
"2018년 04월 19일","147,600","148,400","149,600","146,800","622.22K","-1.86%"
"2018년 04월 18일","150,400","150,200","151,600","150,000","387.27K","0.53%"
"2018년 04월 17일","149,600","150,800","151,600","149,000","442.02K","-0.40%"
"2018년 04월 16일","150,200","153,000","153,000","150,000","384.08K","-80.34%"
"2018년 04월 15일","764,000","764,000","764,000","764,000","-","400.00%"
"2018년 04월 13일","152,800","151,600","153,200","150,600","341.19K","0.92%"
"2018년 04월 12일","151,400","153,800","154,200","151,000","558.71K","-1.82%"
"2018년 04월 11일","154,200","154,400","156,200","153,800","306.43K","-0.52%"
"2018년 04월 10일","155,000","154,200","156,600","153,800","393.04K","0.13%"
"2018년 04월 09일","154,800","153,800","154,800","152,800","290.08K","-79.90%"
"2018년 04월 08일","770,000","770,000","770,000","770,000","-","400.00%"
"2018년 04월 06일","154,000","155,200","156,400","153,200","340.67K","-1.16%"
"2018년 04월 05일","155,800","152,800","155,800","152,400","471.66K","3.32%"
"2018년 04월 04일","150,800","156,400","157,200","149,400","823.83K","-3.95%"
"2018년 04월 03일","157,000","159,600","159,800","156,000","340.51K","0.00%"
"2018년 04월 02일","157,000","156,600","158,400","156,400","357.42K","-80.18%"
"2018년 04월 01일","792,000","792,000","792,000","792,000","-","400.00%"
"2018년 03월 30일","158,400","158,800","159,800","157,200","288.57K","0.76%"
"2018년 03월 29일","157,200","156,800","158,000","155,600","337.59K","0.26%"
"2018년 03월 28일","156,800","157,400","158,600","155,400","262.07K","-0.63%"
"2018년 03월 27일","157,800","160,000","160,000","157,200","282.56K","0.00%"
"2018년 03월 26일","157,800","155,600","158,000","155,400","275.99K","0.77%"
