"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 03월 25일","6.4410","6.5146","6.6694","6.3746","11.34M","-1.17%"
"2018년 03월 24일","6.5170","6.9411","7.0493","6.4996","12.96M","-6.11%"
"2018년 03월 23일","6.9411","6.8959","7.0302","6.2671","23.44M","0.66%"
"2018년 03월 22일","6.8956","6.8749","7.2233","6.1576","30.83M","0.21%"
"2018년 03월 21일","6.8808","5.9449","7.1868","5.8796","30.92M","15.70%"
"2018년 03월 20일","5.9470","6.1535","6.3175","5.3765","32.73M","-3.37%"
"2018년 03월 19일","6.1546","4.6056","6.2135","4.5181","30.70M","33.75%"
"2018년 03월 18일","4.6018","4.6315","4.7204","3.8953","24.53M","-0.69%"
"2018년 03월 17일","4.6336","5.0417","5.0932","4.5834","9.19M","-8.15%"
"2018년 03월 16일","5.0448","5.1181","5.3320","4.8962","11.67M","-1.44%"
"2018년 03월 15일","5.1184","5.2752","5.3133","4.8074","19.91M","-2.88%"
"2018년 03월 14일","5.2702","5.7973","5.9280","5.1655","13.17M","-9.08%"
"2018년 03월 13일","5.7966","5.7403","5.9330","5.5973","11.26M","0.98%"
"2018년 03월 12일","5.7404","6.0319","6.1545","5.6011","10.65M","-4.83%"
