"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 03월 09일","0.09012","0.08621","0.09168","0.08590","621.69M","4.53%"
"2019년 03월 08일","0.08621","0.08513","0.08972","0.08512","565.09M","1.27%"
"2019년 03월 07일","0.08513","0.08461","0.08574","0.08394","456.31M","0.62%"
"2019년 03월 06일","0.08461","0.08561","0.08590","0.08376","597.74M","-1.19%"
"2019년 03월 05일","0.08562","0.08214","0.08611","0.08102","480.22M","4.23%"
"2019년 03월 04일","0.08214","0.08730","0.08749","0.08014","485.16M","-5.90%"
"2019년 03월 03일","0.08730","0.08368","0.08940","0.08274","429.54M","4.32%"
"2019년 03월 02일","0.08368","0.08478","0.08551","0.08299","522.25M","-1.29%"
"2019년 03월 01일","0.08478","0.08434","0.08587","0.08415","416.85M","0.54%"
"2019년 02월 28일","0.08433","0.08393","0.08513","0.08283","504.62M","0.51%"
"2019년 02월 27일","0.08390","0.08471","0.08567","0.08184","374.66M","-0.96%"
"2019년 02월 26일","0.08471","0.08634","0.08673","0.08341","322.28M","-1.90%"
"2019년 02월 25일","0.08635","0.08231","0.08824","0.08222","532.67M","4.90%"
"2019년 02월 24일","0.08231","0.09398","0.09682","0.08079","754.71M","-12.41%"
"2019년 02월 23일","0.09398","0.09052","0.09677","0.08902","495.08M","3.82%"
"2019년 02월 22일","0.09052","0.08868","0.09132","0.08835","305.65M","2.07%"
"2019년 02월 21일","0.08869","0.09243","0.09421","0.08753","553.89M","-4.05%"
"2019년 02월 20일","0.09243","0.08990","0.09245","0.08651","14.49M","2.82%"
"2019년 02월 19일","0.08990","0.08340","0.09332","0.08269","18.88M","7.79%"
"2019년 02월 18일","0.08340","0.07989","0.08375","0.07941","13.01M","4.39%"
"2019년 02월 17일","0.07989","0.07835","0.08029","0.07758","7.27M","1.96%"
"2019년 02월 16일","0.07835","0.07936","0.07972","0.07773","6.73M","-1.28%"
"2019년 02월 15일","0.07936","0.07614","0.08149","0.07583","15.99M","4.23%"
"2019년 02월 14일","0.07614","0.07635","0.07681","0.07491","8.78M","-0.28%"
"2019년 02월 13일","0.07635","0.07732","0.07830","0.07550","7.44M","-1.26%"
"2019년 02월 12일","0.07732","0.07717","0.07797","0.07488","12.43M","0.20%"
"2019년 02월 11일","0.07717","0.08007","0.08054","0.07688","9.42M","-3.63%"
"2019년 02월 10일","0.08007","0.08080","0.08155","0.07581","11.20M","-0.90%"
"2019년 02월 09일","0.08080","0.08154","0.08194","0.07947","16.96M","-0.91%"
"2019년 02월 08일","0.08154","0.07433","0.08360","0.07337","13.98M","9.70%"
"2019년 02월 07일","0.07433","0.07426","0.07732","0.07315","6.07M","0.09%"
