,CAD,CHF,EUR,GBP,JPY(100),BITCOIN,TETHER,USD
2019-06-28,883.09,1184.09,1315.11,1465.84,1073.35,12409.1,0.9972794686054652,1156.8
2019-07-01,883.69,1180.84,1314.65,1468.57,1066.74,10616.6,0.9985223360393336,1156.4
2019-07-02,879.8,1170.56,1304.16,1461.18,1066.8,10835.9,1.0009797019207418,1155.4
2019-07-03,888.92,1181.94,1315.0,1467.24,1079.97,11900.8,1.0025738729223928,1164.8
2019-07-04,896.41,1186.84,1321.09,1472.42,1085.87,11163.1,1.0039097082379145,1170.4
2019-07-05,896.01,1187.13,1319.62,1471.03,1084.6,10970.2,1.0045607909882586,1169.2
2019-07-08,895.21,1180.67,1314.18,1465.98,1078.56,12252.6,1.004528554791548,1170.4
2019-07-09,899.62,1185.38,1321.75,1475.36,1083.63,12541.5,1.0031117022196738,1178.5
2019-07-10,898.8,1187.32,1322.14,1470.27,1083.52,12110.6,1.001933505842751,1179.9
2019-07-11,903.66,1195.2,1329.96,1477.87,1090.41,11342.3,1.003311667948729,1181.4
2019-07-12,898.5,1185.66,1321.29,1470.48,1081.99,11762.1,1.0038468242204404,1173.8
2019-07-15,903.53,1195.53,1326.93,1480.04,1091.15,10845.9,1.0026733396118557,1177.3
2019-07-16,904.05,1198.13,1327.96,1476.24,1093.42,9424.8,1.0026210620814744,1179.2
2019-07-17,900.58,1192.81,1321.16,1462.46,1088.63,9723.2,1.0034744891754914,1178.5
2019-07-18,904.45,1195.77,1325.29,1467.65,1093.32,10651.4,1.001095465707545,1180.4
2019-07-19,904.87,1199.78,1327.59,1478.68,1097.77,10571.5,1.0010793356239946,1179.5
2019-07-22,898.68,1194.42,1316.32,1467.57,1088.65,10412.5,1.0007647387441505,1173.4
2019-07-23,897.25,1198.7,1319.91,1469.06,1091.33,9888.7,1.0002986564968277,1177.6
2019-07-24,896.84,1196.28,1314.03,1465.52,1089.04,9804.3,1.0016984686999653,1178.4
2019-07-25,896.58,1196.57,1312.63,1470.57,1089.06,9945.3,0.9986840382163296,1178.2
2019-07-26,896.37,1190.63,1315.01,1469.15,1085.72,9831.0,0.9987161199043384,1179.8
2019-07-29,899.37,1192.49,1318.31,1466.1,1090.07,9580.9,1.0000911642446204,1184.2
2019-07-30,899.24,1193.24,1318.84,1446.41,1087.23,9580.7,0.9988206593127504,1183.4
2019-07-31,898.89,1193.88,1318.82,1437.37,1088.45,10082.0,0.9996625262131258,1182.0
2019-08-01,895.99,1189.27,1309.19,1436.3,1086.45,10380.0,1.0032286226502092,1181.9
2019-08-02,899.7,1200.08,1316.8,1440.82,1106.04,10520.1,0.9984099048821744,1188.5
2019-08-05,905.12,1216.33,1327.3,1451.68,1121.4,11816.8,1.000237464332357,1194.8
2019-08-06,917.4,1246.77,1361.09,1472.76,1146.83,11480.9,0.9987584400581229,1211.8
2019-08-07,914.07,1244.67,1360.26,1477.5,1141.63,12013.9,1.0018426900407604,1214.3
2019-08-08,912.88,1245.07,1360.54,1475.31,1143.44,12191.6,1.0024029934821428,1214.5
2019-08-09,915.5,1243.7,1355.08,1470.4,1144.73,12089.8,1.0042514082113034,1211.3
2019-08-12,915.43,1244.16,1355.17,1455.09,1146.04,11394.2,0.999915629519894,1209.7
2019-08-13,918.37,1254.23,1363.36,1468.38,1154.91,10892.9,0.9983334691863212,1215.6
2019-08-14,922.01,1248.62,1361.94,1469.93,1142.84,10049.4,0.999179455509556,1218.9
2019-08-16,910.06,1240.61,1346.32,1464.7,1141.55,10335.6,1.002600599083709,1211.7
2019-08-19,914.42,1239.26,1345.97,1475.01,1139.68,10910.7,0.999398565984434,1213.3
2019-08-20,908.39,1233.58,1341.82,1468.09,1135.69,10752.6,1.002033458309176,1210.7
2019-08-21,908.52,1237.36,1343.14,1472.21,1138.9,10141.5,0.9982869529178504,1210.2
2019-08-22,906.42,1225.94,1335.36,1460.45,1129.4,10105.0,1.0020396191519922,1204.0
2019-08-23,906.16,1225.19,1335.43,1476.31,1131.92,10388.7,1.0021971743846174,1205.1
2019-08-26,910.47,1245.71,1351.24,1486.88,1155.08,10371.8,1.0002342343152602,1212.2
2019-08-27,919.26,1244.2,1352.14,1489.01,1148.11,10184.8,0.9978417011067994,1218.2
2019-08-28,913.17,1236.03,1345.51,1490.35,1146.87,9729.4,0.9992215926113353,1213.1
2019-08-29,911.79,1236.44,1345.1,1482.78,1144.33,9491.0,1.0005723961738644,1213.5
2019-08-30,914.41,1231.7,1343.83,1480.72,1140.66,9585.4,0.9995395592938376,1215.2
2019-09-02,908.24,1222.56,1329.59,1471.24,1139.57,10348.8,1.0001351631964956,1209.6
2019-09-03,909.22,1223.21,1328.91,1461.85,1141.2,10612.3,0.999702164783878,1211.9
2019-09-04,910.88,1230.89,1333.14,1468.99,1146.74,10568.2,0.998835555974967,1215.2
2019-09-05,914.74,1233.19,1335.02,1482.06,1137.47,10566.9,1.0010655977400178,1209.7
2019-09-06,906.8,1216.88,1323.82,1478.69,1120.96,10309.3,1.0002142082199377,1199.6
2019-09-09,908.77,1211.25,1319.46,1470.63,1119.49,10309.0,1.0016003515353906,1196.9
2019-09-10,905.67,1201.96,1317.54,1472.08,1112.0,10105.4,0.9998662287946876,1192.4
2019-09-11,906.56,1202.18,1316.75,1472.65,1108.59,10162.5,1.0011188784072622,1191.9
2019-09-16,901.41,1206.36,1320.19,1489.07,1105.14,10255.5,1.0003674620856289,1191.4
2019-09-17,894.33,1192.17,1302.93,1471.59,1095.13,10195.7,0.999479668461494,1184.0
2019-09-18,897.0,1196.8,1315.51,1485.43,1099.16,10164.7,1.000712225223592,1188.3
2019-09-19,895.45,1194.08,1312.82,1485.21,1098.15,10250.5,0.9988001042444428,1190.5
2019-09-20,901.55,1203.95,1320.05,1496.68,1106.22,10172.7,1.0019596165033744,1195.1
2019-09-23,897.45,1201.49,1312.41,1485.42,1106.46,9702.2,0.999663162836805,1191.1
2019-09-24,900.05,1205.64,1311.75,1483.56,1109.4,8513.9,0.9987353023794908,1193.1
2019-09-25,901.95,1211.26,1315.73,1491.49,1114.59,8432.4,1.0006302792799444,1194.0
2019-09-26,903.59,1208.63,1312.08,1480.8,1112.32,8063.8,1.0009089236080848,1198.3
2019-09-27,903.58,1206.76,1309.36,1477.95,1112.13,8184.9,1.001535607837503,1199.1
2019-09-30,907.57,1212.33,1314.64,1476.58,1113.4,8284.3,1.0003171684486885,1201.3
2019-10-01,905.53,1201.84,1306.95,1473.52,1109.7,8302.7,1.0017841474509104,1199.2
2019-10-02,906.32,1206.4,1309.81,1472.47,1112.17,8364.1,1.00306143414901,1198.2
2019-10-04,902.63,1205.69,1320.82,1484.94,1126.37,8148.1,1.0014521440470825,1203.7
2019-10-07,899.39,1203.62,1314.67,1476.02,1120.52,8198.6,1.00110837106308,1197.0
2019-10-08,899.12,1202.63,1312.74,1470.2,1115.51,8182.9,1.0003315020945058,1196.5
2019-10-10,895.38,1203.85,1312.68,1459.15,1115.55,8562.3,1.0011188634356247,1194.7
2019-10-11,899.9,1200.6,1316.61,1486.81,1108.48,8267.8,1.001060820861652,1196.1
2019-10-14,901.16,1191.44,1311.86,1502.74,1096.13,8353.3,1.001339084496785,1189.3
2019-10-15,894.68,1186.61,1305.33,1492.05,1092.13,8167.2,1.0003875909379374,1183.7
2019-10-16,896.94,1185.4,1306.36,1511.03,1087.93,8000.4,1.000355860121737,1184.1
2019-10-17,899.14,1193.62,1314.66,1522.15,1091.75,8073.3,1.0004139085519368,1187.0
2019-10-18,903.18,1201.62,1320.15,1527.39,1092.99,7948.5,1.0010437709644509,1186.6
2019-10-21,899.02,1198.78,1317.14,1523.67,1089.42,8208.2,1.0012063680521055,1180.5
2019-10-22,897.97,1191.91,1310.51,1523.73,1082.32,8031.4,1.0020296944114624,1175.4
2019-10-23,894.54,1184.01,1303.53,1509.35,1079.68,7477.0,1.001322279501081,1171.4
2019-10-24,897.84,1184.96,1306.68,1516.01,1080.11,7422.7,1.0018123808058974,1173.7
2019-10-25,895.77,1180.09,1300.1,1503.33,1078.02,8658.3,1.0011494741582083,1171.0
2019-10-28,899.08,1180.63,1301.37,1506.62,1080.27,9207.2,0.9980147258164233,1174.2
2019-10-29,895.8,1175.71,1298.08,1503.64,1073.32,9411.3,0.9991421125876376,1169.6
2019-10-30,891.31,1173.36,1296.45,1500.64,1071.51,9157.9,1.0000544185692,1166.5
2019-10-31,887.88,1181.34,1303.17,1507.82,1074.05,9152.6,1.0003854722476593,1168.4
2019-11-01,882.58,1177.42,1295.47,1502.72,1075.5,9230.1,0.9998062380834549,1161.7
2019-11-04,888.38,1184.36,1303.63,1510.64,1078.86,9396.4,1.0005672922455155,1167.6
2019-11-05,882.13,1174.61,1291.06,1495.0,1068.51,9310.8,1.001498194672765,1160.4
2019-11-06,882.04,1168.57,1284.64,1494.73,1062.7,9338.9,0.9993773387056414,1160.1
2019-11-07,877.86,1166.19,1281.24,1488.2,1062.51,9223.5,0.9999982450839296,1157.5
2019-11-08,881.08,1166.55,1282.52,1487.25,1062.09,8778.2,1.000275803384353,1160.6
2019-11-11,874.01,1158.94,1274.08,1478.77,1058.46,8736.9,1.0000709158468637,1156.1
2019-11-12,877.61,1169.19,1281.38,1492.68,1064.88,8812.6,0.9994984745910022,1161.3
2019-11-13,879.27,1171.82,1281.25,1494.98,1067.68,8783.1,1.0012810737573243,1163.5
2019-11-14,881.04,1179.81,1285.41,1500.83,1073.41,8661.2,0.998931914108456,1167.6
2019-11-15,883.62,1184.44,1289.96,1507.77,1079.75,8476.3,0.999099658675007,1170.4
2019-11-18,882.12,1178.62,1289.05,1506.86,1072.61,8208.4,1.0011515104296584,1166.3
2019-11-19,881.86,1176.92,1289.39,1508.14,1071.45,8145.7,1.000052818274053,1164.5
2019-11-20,880.83,1180.11,1294.52,1510.71,1077.8,8099.3,1.000323876977184,1168.6
2019-11-21,879.25,1181.32,1296.18,1512.41,1078.53,7627.9,1.0002618157872445,1170.1
2019-11-22,885.99,1184.91,1301.44,1519.27,1083.43,7272.5,1.0009951736422351,1176.5
2019-11-25,885.6,1180.34,1298.11,1512.94,1083.48,7115.6,0.999942842993108,1177.8
2019-11-26,884.19,1180.15,1295.29,1517.36,1079.73,7162.8,1.000705800501835,1176.2
2019-11-27,884.67,1177.28,1294.48,1510.63,1076.79,7510.6,0.9999485286789072,1174.4
2019-11-28,885.08,1177.65,1294.13,1521.45,1075.3,7426.7,0.998244420703041,1176.0
2019-11-29,888.16,1180.95,1298.47,1522.71,1076.89,7742.7,1.0006535204615121,1179.3
2019-12-02,888.58,1180.12,1300.51,1524.24,1077.75,7298.2,1.0002093004473342,1180.3
2019-12-03,887.02,1190.88,1307.47,1527.61,1082.69,7291.8,1.0002549158963725,1180.4
2019-12-04,892.42,1201.52,1314.61,1541.82,1091.81,7204.4,0.9987696152104908,1186.2
2019-12-05,904.66,1207.47,1322.62,1564.7,1096.6,7399.2,0.9999583373382892,1193.7
2019-12-06,903.07,1205.69,1321.78,1566.24,1094.49,7530.8,1.000548821623725,1190.2
2019-12-09,897.55,1201.54,1315.75,1562.79,1095.49,7355.8,0.9985465733206084,1189.7
2019-12-10,898.16,1203.93,1315.9,1563.1,1095.37,7235.7,0.9999542909648028,1189.3
2019-12-11,900.78,1210.77,1322.46,1563.78,1095.74,7208.0,0.9993802096715084,1192.0
2019-12-12,905.76,1214.43,1328.5,1574.8,1099.36,7208.0,0.9988702885367741,1193.3
2019-12-13,903.4,1206.95,1329.57,1599.62,1085.23,7255.2,0.9991840897381956,1188.6
2019-12-16,889.03,1191.18,1303.87,1563.99,1071.46,6903.5,0.999223560397464,1171.7
2019-12-17,890.99,1193.0,1306.49,1558.67,1070.16,6613.3,0.9998949640846924,1172.9
2019-12-18,886.52,1190.57,1301.16,1531.94,1065.33,7276.0,1.0000871620707397,1166.7
2019-12-19,888.52,1188.96,1295.29,1524.68,1063.57,7165.5,1.0008635737278766,1165.3
2019-12-20,887.14,1190.39,1295.39,1515.25,1064.78,7196.4,1.0006703909825112,1164.5
2019-12-23,884.48,1183.37,1288.04,1512.19,1061.98,7322.8,1.001864838358478,1162.6
2019-12-24,884.48,1183.37,1288.04,1512.19,1061.98,7268.3,0.9993223782086176,1161.7
2019-12-26,884.4,1187.81,1290.78,1509.14,1063.76,7210.9,1.0003440234309835,1163.7
2019-12-27,885.8,1183.57,1288.82,1509.44,1059.92,7261.7,1.0000682485614625,1161.2
2019-12-30,887.98,1192.07,1298.06,1519.04,1060.72,7261.8,0.9997349272307968,1160.9
2019-12-31,886.56,1195.52,1297.43,1518.69,1063.47,7196.4,0.9982717445626856,1157.8
2020-01-02,892.19,1197.31,1299.11,1535.13,1065.67,6967.0,0.999507821326192,1157.8
2020-01-03,890.88,1190.84,1292.66,1520.46,1065.53,7343.1,0.9999832025083374,1156.9
2020-01-06,895.38,1197.06,1298.15,1520.11,1078.42,7759.1,0.999073171867019,1162.7
2020-01-07,902.47,1208.33,1309.54,1540.77,1079.02,8155.7,0.9981827866429676,1169.6
2020-01-08,895.94,1201.15,1299.25,1528.35,1074.95,8059.6,0.997681336691834,1165.3
2020-01-09,900.63,1205.87,1304.25,1538.36,1076.12,7842.4,0.9965366815334304,1174.1
2020-01-10,888.34,1192.13,1288.47,1516.0,1059.6,8187.1,0.9994794280889748,1160.0
2020-01-13,888.85,1192.89,1290.74,1514.48,1059.93,8111.4,1.0001681317462912,1161.1
2020-01-14,885.39,1190.52,1286.93,1501.25,1051.35,8829.2,0.9985525252321114,1155.7
2020-01-15,882.76,1191.96,1283.11,1501.34,1048.42,8818.3,0.998848852452953,1153.1
2020-01-16,888.45,1202.32,1292.24,1511.36,1054.37,8726.9,0.9994019362047668,1158.8
2020-01-17,889.03,1201.53,1291.39,1516.58,1052.32,8913.1,0.9983197260240368,1159.6
2020-01-20,886.92,1196.92,1285.05,1506.9,1051.83,8641.9,0.9969513273091032,1158.8
2020-01-21,888.24,1196.55,1285.57,1507.37,1051.78,8732.6,0.998303032262566,1158.8
2020-01-22,890.95,1202.33,1291.01,1519.64,1059.97,8678.5,0.9977116739524656,1164.7
2020-01-23,886.78,1203.86,1292.74,1530.94,1060.87,8405.1,0.9985937010499812,1165.1
2020-01-28,884.81,1203.42,1286.2,1524.01,1071.37,9377.3,0.9973202677727651,1167.2
2020-01-29,893.84,1209.35,1296.84,1532.65,1078.3,9298.9,0.998579721622346,1176.7
2020-01-30,890.94,1208.01,1294.95,1530.8,1078.45,9507.3,0.9959188112476212,1176.0
2020-01-31,895.95,1220.8,1305.76,1549.02,1086.68,9349.1,1.0001071498625378,1183.5
