"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 05월 20일","126.22","126.52","127.59","125.76","23.71M","-1.44%"
"2019년 05월 17일","128.07","128.31","130.46","127.92","25.77M","-0.67%"
"2019년 05월 16일","128.93","126.75","129.38","126.46","30.11M","2.31%"
"2019년 05월 15일","126.02","124.26","126.71","123.70","24.72M","1.03%"
"2019년 05월 14일","124.73","123.87","125.88","123.70","25.27M","1.12%"
"2019년 05월 13일","123.35","124.11","125.55","123.04","33.94M","-2.97%"
"2019년 05월 10일","127.13","124.91","127.93","123.82","30.92M","1.30%"
"2019년 05월 09일","125.50","124.29","125.79","123.57","27.24M","-0.01%"
"2019년 05월 08일","125.51","125.44","126.37","124.75","28.42M","-0.01%"
"2019년 05월 07일","125.52","126.46","127.18","124.22","36.02M","-2.05%"
"2019년 05월 06일","128.15","126.39","128.56","126.11","24.24M","-0.58%"
"2019년 05월 03일","128.90","127.36","129.43","127.25","24.91M","2.13%"
"2019년 05월 02일","126.21","127.98","128.00","125.52","27.35M","-1.31%"
"2019년 05월 01일","127.88","130.53","130.65","127.70","26.82M","-2.08%"
"2019년 04월 30일","130.60","129.81","130.70","129.39","24.17M","0.64%"
"2019년 04월 29일","129.77","129.90","130.18","129.35","16.32M","-0.09%"
"2019년 04월 26일","129.89","129.70","130.52","129.02","23.65M","0.57%"
"2019년 04월 25일","129.15","130.06","131.37","128.83","38.03M","3.31%"
"2019년 04월 24일","125.01","125.79","125.85","124.52","31.26M","-0.34%"
"2019년 04월 23일","125.44","124.10","125.58","123.83","24.03M","1.36%"
"2019년 04월 22일","123.76","122.62","124.00","122.57","15.65M","0.32%"
"2019년 04월 18일","123.37","122.19","123.52","121.30","27.99M","1.31%"
"2019년 04월 17일","121.77","121.24","121.85","120.54","19.30M","0.83%"
"2019년 04월 16일","120.77","121.64","121.65","120.10","14.07M","-0.23%"
"2019년 04월 15일","121.05","120.94","121.58","120.57","15.79M","0.08%"
"2019년 04월 12일","120.95","120.64","120.98","120.37","19.75M","0.52%"
"2019년 04월 11일","120.33","120.54","120.85","119.92","14.21M","0.12%"
"2019년 04월 10일","120.19","119.76","120.35","119.54","16.48M","0.76%"
"2019년 04월 09일","119.28","118.63","119.54","118.58","17.61M","-0.54%"
"2019년 04월 08일","119.93","119.81","120.02","118.64","15.12M","0.03%"
"2019년 04월 05일","119.89","119.39","120.23","119.37","15.83M","0.44%"
"2019년 04월 04일","119.36","120.10","120.23","118.38","20.11M","-0.51%"
"2019년 04월 03일","119.97","119.86","120.43","119.15","22.86M","0.65%"
"2019년 04월 02일","119.19","119.06","119.48","118.52","18.14M","0.14%"
"2019년 04월 01일","119.02","118.95","119.11","118.10","22.79M","0.92%"
"2019년 03월 29일","117.94","118.07","118.32","116.96","25.40M","0.86%"
"2019년 03월 28일","116.93","117.44","117.58","116.13","18.33M","0.14%"
"2019년 03월 27일","116.77","117.88","118.21","115.52","22.73M","-0.97%"
"2019년 03월 26일","117.91","118.62","118.70","116.85","26.10M","0.21%"
"2019년 03월 25일","117.66","116.56","118.01","116.32","27.07M","0.52%"
"2019년 03월 22일","117.05","119.50","119.59","117.04","33.62M","-2.64%"
"2019년 03월 21일","120.22","117.14","120.82","117.09","29.85M","2.30%"
"2019년 03월 20일","117.52","117.39","118.75","116.71","28.11M","-0.11%"
"2019년 03월 19일","117.65","118.09","118.44","116.99","37.59M","0.07%"
"2019년 03월 18일","117.57","116.17","117.61","116.05","31.21M","1.43%"
"2019년 03월 15일","115.91","115.34","117.25","114.59","54.63M","1.15%"
"2019년 03월 14일","114.59","114.54","115.20","114.33","30.76M","0.08%"
"2019년 03월 13일","114.50","114.13","115.00","113.78","35.51M","0.77%"
"2019년 03월 12일","113.62","112.82","113.99","112.65","26.13M","0.70%"
"2019년 03월 11일","112.83","110.99","112.95","110.98","26.49M","2.10%"
"2019년 03월 08일","110.51","109.16","110.71","108.80","22.82M","0.11%"
"2019년 03월 07일","110.39","111.40","111.55","109.86","25.34M","-1.22%"
"2019년 03월 06일","111.75","111.87","112.66","111.43","17.69M","0.04%"
"2019년 03월 05일","111.70","112.25","112.39","111.23","19.54M","-0.50%"
"2019년 03월 04일","112.26","113.02","113.25","110.80","26.61M","-0.24%"
"2019년 03월 01일","112.53","112.89","113.02","111.67","23.50M","0.45%"
"2019년 02월 28일","112.03","112.04","112.88","111.73","29.08M","-0.12%"
"2019년 02월 27일","112.17","111.69","112.36","110.88","21.49M","-0.17%"
"2019년 02월 26일","112.36","111.26","113.24","111.17","21.54M","0.69%"
"2019년 02월 25일","111.59","111.76","112.18","111.26","23.75M","0.56%"
"2019년 02월 22일","110.97","110.05","111.20","109.82","27.76M","1.43%"
"2019년 02월 21일","109.41","106.90","109.48","106.87","29.06M","2.11%"
"2019년 02월 20일","107.15","107.86","107.94","106.29","21.61M","-0.94%"
"2019년 02월 19일","108.17","107.79","108.66","107.78","18.04M","-0.05%"
"2019년 02월 15일","108.22","107.91","108.30","107.36","26.61M","1.23%"
"2019년 02월 14일","106.90","106.31","107.29","105.66","21.78M","0.08%"
"2019년 02월 13일","106.81","107.50","107.78","106.71","18.39M","-0.07%"
"2019년 02월 12일","106.89","106.14","107.14","105.48","25.06M","1.56%"
"2019년 02월 11일","105.25","106.20","106.58","104.97","18.91M","-0.40%"
"2019년 02월 08일","105.67","104.39","105.78","104.26","21.46M","0.38%"
"2019년 02월 07일","105.27","105.19","105.59","104.29","29.76M","-0.72%"
"2019년 02월 06일","106.03","107.00","107.00","105.53","20.61M","-1.11%"
"2019년 02월 05일","107.22","106.06","107.27","105.96","27.33M","1.40%"
"2019년 02월 04일","105.74","102.87","105.80","102.77","31.32M","2.88%"
