"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 07월 27일","190.98","194.99","195.19","190.10","24.02M","-1.66%"
"2018년 07월 26일","194.21","194.61","195.96","193.61","19.08M","-0.31%"
"2018년 07월 25일","194.82","193.06","194.85","192.43","16.83M","0.94%"
"2018년 07월 24일","193.00","192.45","193.66","192.05","18.70M","0.73%"
"2018년 07월 23일","191.61","190.68","191.96","189.56","15.99M","0.09%"
"2018년 07월 20일","191.44","191.78","192.43","190.17","20.71M","-0.23%"
"2018년 07월 19일","191.88","189.69","192.55","189.69","20.29M","0.78%"
"2018년 07월 18일","190.40","191.78","191.80","189.93","16.39M","-0.55%"
"2018년 07월 17일","191.45","189.75","191.87","189.20","15.53M","0.28%"
"2018년 07월 16일","190.91","191.52","192.65","190.41","15.04M","-0.22%"
"2018년 07월 13일","191.33","191.08","191.84","190.90","12.52M","0.16%"
"2018년 07월 12일","191.03","189.53","191.41","189.31","18.04M","1.68%"
"2018년 07월 11일","187.88","188.50","189.78","187.61","18.83M","-1.30%"
"2018년 07월 10일","190.35","190.71","191.28","190.18","15.94M","-0.12%"
"2018년 07월 09일","190.58","189.50","190.68","189.30","19.76M","1.39%"
"2018년 07월 06일","187.97","185.42","188.43","185.20","17.49M","1.39%"
"2018년 07월 05일","185.40","185.26","186.41","184.28","16.60M","0.80%"
"2018년 07월 03일","183.92","187.79","187.95","183.54","13.95M","-1.74%"
"2018년 07월 02일","187.18","183.82","187.30","183.42","17.73M","1.12%"
"2018년 06월 29일","185.11","186.29","187.19","182.91","22.74M","-0.21%"
"2018년 06월 28일","185.50","184.10","186.21","183.80","17.37M","0.73%"
"2018년 06월 27일","184.16","185.23","187.28","184.03","25.29M","-0.15%"
"2018년 06월 26일","184.43","182.99","186.53","182.54","24.57M","1.24%"
"2018년 06월 25일","182.17","183.40","184.92","180.73","31.66M","-1.49%"
"2018년 06월 22일","184.92","186.12","186.15","184.70","27.20M","-0.29%"
"2018년 06월 21일","185.46","187.25","188.35","184.94","25.71M","-0.56%"
"2018년 06월 20일","186.50","186.35","187.20","185.73","20.63M","0.44%"
"2018년 06월 19일","185.69","185.14","186.33","183.45","33.58M","-1.62%"
"2018년 06월 18일","188.74","187.88","189.22","187.20","18.48M","-0.05%"
"2018년 06월 15일","188.84","190.03","190.16","188.26","61.72M","-1.03%"
"2018년 06월 14일","190.80","191.55","191.57","190.22","21.61M","0.05%"
"2018년 06월 13일","190.70","192.42","192.88","190.44","21.64M","-0.82%"
"2018년 06월 12일","192.28","191.38","192.61","191.15","16.91M","0.55%"
"2018년 06월 11일","191.23","191.35","191.97","190.21","18.31M","-0.25%"
"2018년 06월 08일","191.70","191.17","192.00","189.77","26.66M","-0.91%"
"2018년 06월 07일","193.46","194.14","194.20","192.34","21.35M","-0.27%"
"2018년 06월 06일","193.98","193.63","194.08","191.92","20.93M","0.35%"
"2018년 06월 05일","193.31","193.06","193.94","192.36","21.57M","0.77%"
"2018년 06월 04일","191.83","191.63","193.42","191.35","26.27M","0.84%"
"2018년 06월 01일","190.24","187.99","190.26","187.75","23.44M","1.80%"
