"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 10월 11일","247.89","247.15","251.08","246.81","8.49M","1.29%"
"2019년 10월 10일","244.74","245.28","249.28","241.58","6.31M","0.09%"
"2019년 10월 09일","244.53","241.32","247.29","240.65","6.94M","1.87%"
"2019년 10월 08일","240.05","235.87","243.94","234.50","8.70M","0.98%"
"2019년 10월 07일","237.72","229.80","238.56","228.55","8.09M","2.72%"
"2019년 10월 04일","231.43","231.61","234.78","228.07","8.02M","-0.69%"
"2019년 10월 03일","233.03","231.86","234.48","224.28","15.14M","-4.15%"
"2019년 10월 02일","243.13","243.29","244.65","239.43","6.26M","-0.64%"
"2019년 10월 01일","244.69","241.50","245.95","239.13","6.20M","1.59%"
"2019년 09월 30일","240.87","243.00","243.98","236.11","5.95M","-0.52%"
"2019년 09월 27일","242.13","242.20","248.71","238.73","11.12M","-0.18%"
"2019년 09월 26일","242.56","230.66","243.31","227.40","12.08M","6.06%"
"2019년 09월 25일","228.70","224.56","228.98","218.36","9.44M","2.46%"
"2019년 09월 24일","223.21","241.52","241.99","222.61","12.94M","-7.47%"
"2019년 09월 23일","241.23","240.00","245.18","239.22","4.39M","0.25%"
"2019년 09월 20일","240.62","246.49","246.95","238.16","6.51M","-2.42%"
"2019년 09월 19일","246.60","246.00","247.94","244.84","4.88M","1.28%"
"2019년 09월 18일","243.49","245.00","248.17","242.37","4.23M","-0.53%"
"2019년 09월 17일","244.79","242.47","245.60","240.37","3.95M","0.82%"
"2019년 09월 16일","242.81","246.00","247.43","241.17","4.73M","-0.97%"
"2019년 09월 13일","245.20","246.96","248.45","244.87","5.31M","-0.27%"
"2019년 09월 12일","245.87","247.70","253.50","244.40","8.58M","-0.50%"
"2019년 09월 11일","247.10","237.38","248.17","236.00","10.04M","4.91%"
"2019년 09월 10일","235.54","230.80","235.54","228.94","4.88M","1.62%"
"2019년 09월 09일","231.79","230.00","233.76","229.23","4.80M","1.91%"
"2019년 09월 06일","227.45","227.20","229.64","225.17","4.19M","-0.93%"
"2019년 09월 05일","229.58","222.50","229.80","220.85","7.40M","4.03%"
"2019년 09월 04일","220.68","226.89","228.46","219.21","5.77M","-1.92%"
"2019년 09월 03일","225.01","224.08","228.95","223.16","5.36M","-0.27%"
"2019년 08월 30일","225.61","229.15","232.44","224.21","9.33M","1.76%"
"2019년 08월 29일","221.71","219.00","223.40","218.00","5.18M","2.84%"
"2019년 08월 28일","215.59","213.69","217.25","212.31","3.24M","0.71%"
"2019년 08월 27일","214.08","215.74","218.80","212.03","5.42M","-0.43%"
"2019년 08월 26일","215.00","213.60","215.02","211.54","5.05M","1.70%"
"2019년 08월 23일","211.40","219.97","221.17","211.00","8.56M","-4.84%"
"2019년 08월 22일","222.15","222.80","225.40","218.22","6.56M","0.60%"
"2019년 08월 21일","220.83","222.01","223.22","217.60","7.80M","-2.23%"
"2019년 08월 20일","225.86","227.62","229.09","224.54","4.17M","-0.43%"
"2019년 08월 19일","226.83","224.21","227.83","221.70","5.31M","3.13%"
"2019년 08월 16일","219.94","216.66","222.24","216.02","5.21M","1.99%"
"2019년 08월 15일","215.64","220.86","221.56","211.55","8.23M","-1.81%"
"2019년 08월 14일","219.62","231.21","231.50","216.69","9.56M","-6.54%"
"2019년 08월 13일","235.00","228.81","236.00","227.55","4.87M","2.62%"
"2019년 08월 12일","229.01","232.99","235.77","228.75","4.66M","-2.55%"
"2019년 08월 09일","235.01","236.05","238.96","233.81","3.90M","-1.38%"
"2019년 08월 08일","238.30","234.45","239.80","232.65","5.27M","2.09%"
"2019년 08월 07일","233.42","226.50","233.57","225.80","4.78M","1.16%"
"2019년 08월 06일","230.75","231.88","232.50","225.75","5.56M","1.06%"
"2019년 08월 05일","228.32","229.60","231.37","225.78","7.03M","-2.57%"
"2019년 08월 02일","234.34","231.35","236.27","229.23","6.14M","0.21%"
"2019년 08월 01일","233.85","242.65","244.51","231.77","8.26M","-3.21%"
"2019년 07월 31일","241.61","243.00","246.68","236.65","9.18M","-0.27%"
"2019년 07월 30일","242.26","232.90","243.36","232.18","8.11M","2.75%"
"2019년 07월 29일","235.77","227.09","235.94","226.03","9.27M","3.39%"
"2019년 07월 26일","228.04","226.92","230.26","222.25","10.03M","-0.34%"
"2019년 07월 25일","228.82","233.50","234.50","225.55","22.42M","-13.61%"
"2019년 07월 24일","264.88","259.17","266.07","258.16","11.07M","1.81%"
"2019년 07월 23일","260.17","256.71","260.48","254.50","5.02M","1.76%"
"2019년 07월 22일","255.68","258.75","262.15","254.19","6.85M","-0.97%"
"2019년 07월 19일","258.18","255.69","259.96","254.62","7.05M","1.83%"
"2019년 07월 18일","253.54","255.05","255.75","251.88","4.76M","-0.52%"
"2019년 07월 17일","254.86","255.67","258.31","253.35","9.76M","0.98%"
"2019년 07월 16일","252.38","249.30","253.53","247.93","8.15M","-0.44%"
"2019년 07월 15일","253.50","248.00","254.42","244.86","11.00M","3.44%"
