,AED,AUD,BHD,CAD,CHF,CNH,DKK,EUR,GBP,HKD,IDR(100),JPY(100),KWD,MYR,NOK,NZD,SAR,SEK,SGD,THB,USD,BITCOIN,TETHER,KOSPI200,KOSDAQ,SAMSUNG,S&P500,DOWJONES,NASDAQ,MICROSOFT,APPLE,US_LIBOR,KOR_LIBOR,US_BOND_RATE_1YEARS,US_BOND_RATE_2YEARS,US_BOND_RATE_10YEARS,HYUNDAI_CAR,IEF_US,GLD_US,HSI,NAVER,SK_HYNIX,AMAZON,TESLA,NIKKEI,FTSE,ETHEREUM,ETHEREUM_CLASSIC,EOS,RIPPLE,STELLA
2018-04-13,290.95,828.78,2834.0,848.88,1110.57,170.37,176.92,1317.49,1521.03,136.14,7.76,996.5,3564.12,275.69,137.6,788.49,284.98,127.14,814.19,814.19,1068.7,7887.4,0.9998283640746356,314.86,891.87,49800.0,2656.3,24360.14,7106.65,93.08,174.73,2.35281,1.65,2.099,2.3609999999999998,2.825,150500.0,39.09,127.45,30808.38,152800.0,84200.0,1430.79,300.34,21778.74,7264.56,493.48,15.5922,8.8134,0.6402,0.24554
2018-04-16,291.31,831.6,2837.44,848.77,1110.48,170.27,177.15,1319.15,1523.52,136.31,7.78,994.75,3569.05,275.77,137.58,786.29,285.33,126.23,815.14,815.14,1070.0,8070.0,1.0002910185606737,315.17,896.89,50340.0,2677.84,24573.04,7156.28,94.17,175.82,2.35509,1.65,2.11,2.381,2.8289999999999997,153000.0,39.47,127.63,30315.59,150200.0,84000.0,1441.5,291.21,21835.53,7198.2,511.82,16.1686,8.1156,0.6623,0.28439000000000003
2018-04-17,292.16,834.93,2845.66,853.8,1117.99,170.85,178.39,1328.61,1538.72,136.7,7.79,1001.63,3578.79,275.97,138.08,790.45,286.16,127.48,819.04,819.04,1073.1,7908.6,1.0006716144914527,314.64,901.22,49980.0,2706.39,24786.63,7281.1,96.07,178.24,2.3553900000000003,1.65,2.133,2.394,2.83,157500.0,39.9,127.75,30062.75,149600.0,82800.0,1503.83,287.69,21847.59,7226.05,503.19,16.0678,8.4971,0.6553,0.30085
2018-04-18,290.87,829.99,2833.5,851.11,1104.8,170.33,177.47,1321.77,1526.96,136.11,7.76,998.22,3563.11,274.62,137.62,784.42,284.89,127.14,814.76,814.76,1068.4,8178.4,0.9981573496998144,318.64,893.32,51360.0,2708.64,24748.07,7295.24,96.44,177.84,2.35866,1.65,2.1590000000000003,2.431,2.875,158500.0,40.12,127.85,30284.25,150400.0,84600.0,1527.84,293.35,22158.2,7317.34,525.66,17.6395,9.0483,0.7125,0.35497
2018-04-19,290.36,830.75,2828.46,844.69,1101.41,169.59,177.32,1320.7,1515.28,135.87,7.74,994.73,3556.78,274.2,137.47,781.85,284.38,126.94,814.34,814.34,1066.5,8290.8,0.9998616327779248,320.12,882.73,52780.0,2693.13,24664.89,7238.06,96.11,172.8,2.36156,1.65,2.1830000000000003,2.432,2.9130000000000003,158000.0,38.96,127.6,30708.44,147600.0,87900.0,1556.91,300.08,22191.18,7328.92,567.49,18.3542,9.4645,0.7835,0.36573
2018-04-20,289.54,821.87,2820.51,839.88,1094.64,169.86,176.3,1313.05,1497.78,135.52,7.72,990.32,3546.77,273.36,136.47,772.85,283.58,126.53,810.78,810.78,1063.5,8867.0,1.0005132586722247,317.89,889.17,51620.0,2670.14,24462.94,7146.13,95.0,165.72,2.3592299999999997,1.65,2.201,2.4619999999999997,2.96,160000.0,38.47,126.63,30418.33,145600.0,84400.0,1527.49,290.24,22162.24,7368.17,617.04,19.6043,11.4445,0.9245,0.39029
2018-04-23,290.57,818.46,2830.58,836.34,1094.05,170.03,175.99,1310.8,1494.91,136.06,7.69,990.12,3559.45,273.84,136.22,769.47,284.59,126.25,810.43,810.43,1067.3,8952.8,1.0026592971630954,317.89,879.02,51900.0,2670.29,24448.69,7128.6,95.35,165.24,2.35954,1.65,2.2159999999999997,2.478,2.977,159500.0,38.6,125.62,30254.4,147000.0,84400.0,1517.86,283.37,22088.04,7398.87,644.13,20.4111,11.6078,0.8742,0.37093000000000004
2018-04-24,291.01,812.79,2834.83,832.18,1092.78,169.89,175.22,1304.97,1489.83,136.3,7.69,983.35,3564.78,274.22,135.45,764.58,285.02,125.5,806.81,806.81,1068.9,9645.3,1.0013757448293739,315.86,873.61,50460.0,2634.56,24024.13,7007.35,93.12,162.94,2.36167,1.65,2.221,2.475,2.9989999999999997,162500.0,38.28,126.23,30636.24,145000.0,82100.0,1460.09,283.46,22278.12,7425.4,703.02,22.0285,15.1404,0.921,0.39515
2018-04-25,293.19,818.77,2856.04,839.59,1100.06,170.56,176.89,1317.64,1505.56,137.24,7.75,989.52,3591.46,275.74,136.27,766.11,287.15,126.56,814.51,814.51,1076.9,8873.1,1.0018936953287871,313.99,869.93,50400.0,2639.4,24083.83,7003.74,92.31,163.65,2.3656099999999998,1.65,2.253,2.492,3.031,164000.0,38.67,125.41,30328.15,148600.0,82400.0,1460.17,280.69,22215.32,7379.32,617.36,18.6156,14.4316,0.7933,0.33752
2018-04-26,293.67,816.52,2860.82,840.37,1097.52,171.07,176.19,1312.72,1503.22,137.47,7.75,985.79,3586.82,275.78,135.38,762.59,287.63,126.04,812.09,812.09,1078.7,9287.0,1.0008864360542655,318.08,879.39,52140.0,2666.94,24322.34,7118.68,94.26,164.22,2.35878,1.65,2.242,2.488,2.983,156500.0,39.24,124.97,30007.68,145000.0,86500.0,1517.96,285.48,22319.61,7421.43,662.36,21.0058,15.4596,0.845,0.38743
2018-04-27,293.94,815.77,2863.47,838.67,1091.43,170.69,175.41,1306.92,1502.51,137.61,7.77,987.43,3590.02,275.61,135.09,762.48,287.9,124.7,813.06,813.06,1079.7,8940.9,1.0004195946359566,320.8,886.49,53000.0,2669.91,24311.19,7119.8,95.82,162.32,2.35805,1.65,2.239,2.484,2.9589999999999996,158000.0,39.34,125.5,30280.67,143200.0,87100.0,1572.62,294.07,22467.87,7502.21,643.97,20.5928,16.5749,0.8067,0.3875
2018-05-08,293.13,809.03,2854.98,835.75,1073.85,169.71,172.37,1283.91,1460.06,137.16,7.69,986.85,3572.8,272.96,133.46,755.57,287.09,121.98,805.85,805.85,1076.7,9196.4,0.9985963659994862,315.87,827.22,52600.0,2671.92,24360.21,7266.9,95.81,186.05,2.3525,1.65,2.244,2.5140000000000002,2.972,156000.0,39.31,124.59,30402.81,146200.0,83500.0,1592.39,301.97,22508.69,7565.75,748.48,22.3073,17.9648,0.8061,0.38095999999999997
2018-05-09,293.54,803.1,2859.34,832.39,1076.32,169.5,171.71,1279.12,1460.91,137.36,7.67,988.49,3575.17,272.93,132.55,750.75,287.49,122.36,804.3,804.3,1078.2,9319.1,0.9989295809834556,314.42,850.85,50900.0,2697.79,24542.54,7339.9,96.94,187.36,2.35575,1.65,2.251,2.5340000000000003,3.0060000000000002,153500.0,38.59,124.33,30536.14,145400.0,83400.0,1608.0,306.85,22408.88,7662.52,751.62,21.4158,17.7935,0.7956,0.37311
2018-05-10,294.38,807.14,2867.56,841.74,1075.6,169.76,172.07,1281.99,1465.32,137.76,7.68,985.46,3585.45,273.71,133.89,750.96,288.32,124.24,803.58,803.58,1081.3,9025.7,1.0008221982543084,317.31,854.93,51600.0,2723.07,24739.53,7404.98,97.91,190.04,2.355,1.65,2.254,2.5340000000000003,2.964,152000.0,38.76,125.18,30809.22,144000.0,85800.0,1609.08,305.02,22497.18,7700.97,724.4,19.6955,17.3446,0.7489,0.34695
2018-05-11,292.75,809.97,2851.35,842.22,1072.35,169.22,172.01,1281.6,1453.75,136.99,7.64,983.04,3564.73,272.19,134.42,750.08,286.72,124.37,804.2,804.2,1075.3,8408.3,0.9994011946621236,318.51,865.93,51300.0,2727.72,24831.17,7402.88,97.7,188.59,2.3425,1.65,2.259,2.539,2.97,153000.0,38.97,125.0,31122.06,143400.0,86100.0,1602.91,301.06,22758.48,7724.55,676.21,17.6439,14.7423,0.6783,0.3113
2018-05-14,290.92,806.53,2834.11,835.73,1068.28,168.69,171.37,1276.66,1447.74,136.13,7.66,977.23,3543.1,270.5,133.69,743.85,284.93,124.43,800.15,800.15,1068.6,8674.1,1.0008624578925045,317.72,858.7,50100.0,2730.13,24899.41,7411.31,98.03,188.15,2.33,1.65,2.266,2.552,3.002,151000.0,38.74,124.49,31541.08,143400.0,85400.0,1601.54,291.97,22865.86,7710.98,727.06,18.6602,13.7861,0.7259,0.3623
2018-05-15,290.39,802.67,2828.05,833.35,1066.28,168.42,170.83,1272.61,1446.52,135.88,7.63,972.07,3537.06,269.99,132.79,737.34,284.41,123.46,798.38,798.38,1066.6,8477.0,1.0012721829359341,314.94,862.94,49200.0,2711.45,24706.41,7351.63,97.32,186.44,2.32063,1.65,2.285,2.577,3.072,148500.0,37.27,122.48,31152.03,142200.0,84600.0,1576.12,284.18,22818.02,7722.98,705.73,18.1072,12.8344,0.6903,0.34124
2018-05-16,292.02,801.29,2843.96,833.18,1071.53,169.23,170.28,1268.4,1448.22,136.64,7.64,973.1,3554.01,271.13,131.97,736.29,286.0,123.35,797.26,797.26,1072.6,8344.4,0.99865001136649,315.97,850.29,49850.0,2722.46,24768.93,7398.3,97.15,188.18,2.32563,1.65,2.282,2.593,3.1039999999999996,150500.0,37.49,122.29,31110.2,140000.0,87000.0,1587.28,286.48,22717.23,7734.2,706.53,17.641,12.6571,0.7048,0.33133
2018-05-17,293.67,811.51,2856.35,844.02,1078.27,169.48,171.2,1274.92,1461.53,137.42,7.65,977.84,3572.45,271.88,133.71,745.27,287.63,124.07,805.39,805.39,1078.7,8063.0,1.0028015072025431,314.29,855.62,49400.0,2720.13,24713.98,7382.47,96.18,186.99,2.33125,1.65,2.295,2.573,3.115,149500.0,37.92,122.36,30942.15,139400.0,86700.0,1581.76,284.54,22838.37,7787.97,668.97,16.9345,12.2448,0.6589,0.30708
2018-05-18,293.83,810.88,2859.38,841.23,1077.74,169.9,170.95,1273.2,1458.73,137.49,7.68,974.27,3573.72,271.93,132.8,742.72,287.79,123.58,804.13,804.13,1079.3,8245.7,1.0014577027182099,315.37,869.45,49500.0,2712.97,24715.09,7354.34,96.36,186.31,2.32938,1.65,2.2969999999999997,2.549,3.06,150000.0,38.46,122.41,31047.91,137600.0,87900.0,1574.37,276.82,22930.36,7778.79,693.28,17.9763,12.8935,0.6764,0.31614000000000003
2018-05-21,294.03,812.65,2862.06,838.67,1082.33,169.92,170.67,1270.89,1455.46,137.58,7.63,974.33,3576.75,271.9,133.07,746.28,287.97,123.31,804.02,804.02,1080.0,8403.3,1.0010412980555885,316.25,872.96,50000.0,2733.01,25013.29,7394.04,97.6,187.63,2.33,1.65,2.323,2.57,3.0580000000000003,149000.0,38.62,122.48,31234.35,136400.0,89100.0,1585.46,284.49,23002.37,7859.17,696.85,17.5781,13.4113,0.6751,0.3128
2018-05-23,295.06,821.52,2869.85,845.79,1092.38,170.09,171.45,1276.99,1456.25,138.07,7.67,977.94,3589.34,273.2,134.55,752.37,288.99,124.8,809.71,809.71,1083.8,7512.3,0.9973855831953938,318.31,869.16,51800.0,2733.29,24886.81,7425.95,98.66,188.36,2.33,1.65,2.2969999999999997,2.532,2.9939999999999998,144500.0,38.31,122.54,30665.64,136800.0,95300.0,1601.86,279.07,22689.74,7788.44,577.55,14.7967,10.6634,0.5888,0.27526999999999996
2018-05-24,293.71,816.27,2856.61,840.42,1084.93,169.57,169.53,1262.95,1440.9,137.45,7.59,980.59,3572.78,270.89,133.43,747.39,287.66,123.32,803.58,803.58,1078.8,7592.9,1.0006616552183614,317.48,873.32,51400.0,2727.76,24811.76,7424.43,98.31,188.15,2.3193799999999998,1.65,2.271,2.512,2.977,140000.0,38.35,123.59,30760.41,136000.0,94600.0,1603.07,277.85,22437.01,7716.74,602.43,15.7524,12.7528,0.6272,0.29076
2018-05-25,293.94,817.93,2859.0,838.11,1089.45,169.11,169.87,1265.25,1444.91,137.58,7.64,988.19,3575.76,271.25,133.3,748.39,287.89,123.17,805.78,805.78,1079.7,7477.7,1.0014008480947831,318.05,868.35,52700.0,2721.33,24753.09,7433.85,98.36,188.58,2.31813,1.65,2.255,2.48,2.931,139000.0,38.94,123.21,30588.04,137000.0,95200.0,1610.15,278.85,22450.79,7730.28,585.39,15.1312,12.1737,0.605,0.28657
2018-05-29,292.17,809.89,2841.78,825.86,1080.06,168.15,167.56,1248.02,1428.64,136.8,7.67,980.49,3550.7,269.48,130.99,744.8,286.16,121.63,799.11,799.11,1073.2,7467.7,1.0041811332304318,316.2,870.08,51300.0,2689.86,24361.45,7396.59,98.01,187.9,2.3071900000000003,1.65,2.158,2.335,2.79,140000.0,39.06,123.19,30484.58,133600.0,94800.0,1612.87,283.76,22358.43,7632.64,566.81,15.157,12.1139,0.5995,0.28203
2018-05-30,292.96,807.45,2849.46,826.53,1085.93,167.96,166.92,1242.2,1426.85,137.16,7.69,991.39,3558.18,270.21,129.85,742.4,286.93,120.1,799.45,799.45,1076.1,7400.1,0.999167831122068,309.26,874.22,49500.0,2724.01,24667.78,7462.45,98.95,187.5,2.3003099999999996,1.65,2.21,2.416,2.8569999999999998,137500.0,38.9,123.37,30056.79,130400.0,95000.0,1624.89,291.72,22018.52,7689.57,557.98,15.1795,11.8932,0.601,0.27535
2018-05-31,294.38,818.92,2863.61,838.8,1093.11,168.27,169.49,1261.34,1436.51,137.79,7.73,993.98,3575.73,271.1,132.14,755.18,288.32,122.78,807.51,807.51,1081.3,7502.6,0.9978797942359612,310.92,879.66,50700.0,2705.27,24415.84,7442.12,98.84,186.87,2.32125,1.65,2.226,2.436,2.86,139000.0,38.48,123.1,30468.56,133800.0,93400.0,1629.62,284.73,22201.82,7678.2,577.87,15.2982,12.2458,0.6115,0.29612
2018-06-01,293.05,814.57,2849.88,831.45,1093.4,167.99,169.19,1259.28,1430.97,137.21,7.75,989.61,3559.88,270.45,131.69,754.13,287.01,122.18,804.42,804.42,1076.4,7530.8,1.000784521551417,313.22,883.22,51300.0,2734.62,24635.21,7554.33,100.79,190.24,2.3178099999999997,1.65,2.262,2.472,2.9019999999999997,140000.0,38.64,122.49,30492.91,136000.0,91400.0,1641.54,291.82,22171.35,7701.77,579.3,15.4676,12.2159,0.6209,0.28966
2018-06-04,292.94,814.26,2850.71,830.28,1088.46,167.76,168.62,1255.15,1436.89,137.15,7.74,982.51,3558.79,270.45,131.48,751.37,286.91,121.97,803.52,803.52,1076.0,7504.3,1.0013862163024,314.84,877.44,51100.0,2746.87,24813.69,7606.46,101.67,191.83,2.3138099999999997,1.65,2.291,2.52,2.944,143000.0,38.91,122.37,30997.98,134600.0,89800.0,1665.27,296.74,22475.94,7741.29,591.44,15.239,13.4678,0.6555,0.29093
2018-06-05,291.55,819.35,2835.69,828.36,1083.58,166.94,168.29,1252.42,1425.85,136.5,7.72,974.21,3543.09,269.61,131.85,752.68,285.55,122.25,801.06,801.06,1070.9,7631.5,1.0029627177435758,315.76,877.16,51300.0,2748.8,24799.98,7637.86,102.19,193.31,2.3191900000000003,1.65,2.285,2.496,2.926,142500.0,39.03,122.85,31093.45,134800.0,91000.0,1696.35,291.13,22539.54,7686.8,608.83,15.4858,14.1527,0.6746,0.29407
2018-06-07,291.19,820.12,2832.25,826.33,1084.46,166.86,169.24,1260.04,1435.19,136.3,7.72,970.91,3539.03,269.18,132.44,752.68,285.21,122.52,802.67,802.67,1069.6,7697.8,0.9981728944421716,317.67,887.91,50600.0,2770.37,25241.41,7635.07,100.88,193.46,2.32713,1.66,2.298,2.492,2.9219999999999997,142500.0,39.49,122.86,31512.63,136000.0,90900.0,1689.3,316.09,22823.26,7704.4,604.71,15.2222,14.6266,0.6777,0.29185
2018-06-08,290.73,814.11,2827.0,823.11,1089.03,167.31,169.13,1259.8,1433.34,136.1,7.7,973.78,3535.51,268.55,132.51,750.36,284.77,122.73,800.55,800.55,1067.9,7622.1,0.999269500127054,314.97,878.48,49650.0,2779.03,25316.53,7645.51,101.63,191.7,2.32631,1.66,2.293,2.5,2.948,141000.0,40.44,123.01,30958.21,140200.0,88400.0,1683.99,317.66,22694.5,7681.07,599.67,15.3694,13.9823,0.6733,0.28665999999999997
2018-06-11,292.19,815.26,2843.67,827.48,1089.76,167.78,169.65,1263.69,1439.27,136.78,7.7,980.81,3553.52,269.07,133.26,754.03,286.18,123.22,803.44,803.44,1073.2,6885.9,1.0027009440251886,317.22,876.55,49900.0,2782.0,25322.31,7659.93,101.05,191.23,2.33263,1.66,2.3080000000000003,2.524,2.952,139500.0,40.31,123.23,31063.7,142200.0,89200.0,1689.12,332.1,22804.04,7737.43,531.42,12.9081,11.3235,0.5989,0.25306999999999996
2018-06-12,292.26,816.99,2841.83,826.82,1088.8,167.6,169.71,1264.31,1436.34,136.81,7.71,974.18,3555.22,269.18,133.39,753.81,286.25,123.87,803.97,803.97,1073.5,6558.2,1.0016316268669698,316.84,875.04,49400.0,2786.85,25320.73,7703.79,101.31,192.28,2.33563,1.66,2.314,2.545,2.965,140500.0,40.94,122.82,31103.06,143400.0,88400.0,1698.75,342.77,22878.35,7703.81,494.48,14.7611,10.0156,0.5561,0.22745
2018-06-14,292.69,814.66,2846.06,828.79,1091.69,167.73,170.24,1268.35,1438.65,136.99,7.72,975.32,3557.93,269.18,134.15,755.58,286.68,124.89,805.29,805.29,1075.1,6647.1,1.0013850423535695,311.2,864.56,48200.0,2782.49,25175.31,7761.04,101.42,190.8,2.33469,1.66,2.3209999999999997,2.57,2.935,135000.0,39.55,123.38,30440.17,141400.0,86300.0,1723.86,357.72,22738.61,7765.79,519.49,14.039,11.202,0.5573,0.24003000000000002
2018-06-15,294.71,809.06,2865.65,826.21,1086.14,169.44,168.28,1253.59,1436.42,137.91,7.77,978.53,3583.25,271.61,133.21,754.61,288.66,123.95,805.1,805.1,1082.5,6410.3,1.0015814519805015,308.73,866.22,47650.0,2779.66,25090.48,7746.38,100.13,188.84,2.32594,1.67,2.316,2.553,2.9219999999999997,134000.0,39.44,121.34,30309.49,138000.0,87000.0,1715.97,358.17,22851.75,7633.91,487.88,13.8397,10.5108,0.5337,0.22916
2018-06-19,300.67,819.85,2923.24,836.67,1109.67,171.19,172.28,1283.64,1463.16,140.69,7.93,999.23,3649.1,276.27,135.87,765.79,294.47,125.21,817.41,817.41,1104.4,6752.4,1.0001249436395556,301.35,815.39,47000.0,2762.59,24700.21,7725.59,100.86,185.69,2.33025,1.67,2.3209999999999997,2.549,2.897,131500.0,38.92,120.8,29468.15,137600.0,84100.0,1734.78,352.55,22278.48,7603.85,538.22,15.589,10.7091,0.5485,0.23412
2018-06-20,300.97,816.25,2926.15,832.3,1112.06,171.2,171.89,1281.22,1456.22,140.84,7.94,1004.68,3652.37,276.13,135.04,762.68,294.76,124.28,815.06,815.06,1105.5,6765.4,1.0008279860339544,304.02,840.17,47000.0,2767.32,24657.8,7781.52,101.87,186.5,2.33188,1.67,2.352,2.5660000000000003,2.937,129500.0,38.98,120.26,29696.17,137800.0,87800.0,1750.08,362.22,22555.43,7627.4,536.31,17.2977,10.423,0.5394,0.23053
2018-06-21,301.66,816.98,2931.99,832.64,1112.28,171.16,172.12,1282.73,1459.85,141.21,7.95,1003.67,3659.79,276.62,135.46,760.53,295.43,124.74,815.61,815.61,1108.0,6728.0,0.9986637338041118,301.02,826.22,47050.0,2749.76,24461.7,7712.95,101.14,185.46,2.33506,1.68,2.3369999999999997,2.541,2.8989999999999996,127000.0,38.6,120.05,29296.05,139800.0,88500.0,1730.22,347.51,22693.04,7556.44,526.01,17.5812,10.4099,0.5347,0.22701999999999997
2018-06-22,301.92,818.33,2931.92,832.83,1118.45,170.78,172.73,1287.27,1469.15,141.35,7.86,1008.78,3664.3,276.18,136.49,761.94,295.71,124.78,816.58,816.58,1109.0,6055.7,1.0001956391511149,303.69,830.27,47250.0,2754.88,24580.89,7692.82,100.41,184.92,2.33888,1.68,2.3280000000000003,2.545,2.895,130000.0,38.17,120.34,29338.7,144600.0,89500.0,1715.67,333.63,22516.83,7682.27,462.57,14.4877,8.5363,0.482,0.20064
2018-06-25,301.9,824.97,2940.99,835.55,1122.71,170.43,173.6,1293.98,1471.45,141.31,7.88,1009.24,3666.03,277.05,137.06,767.47,295.68,125.22,816.51,816.51,1108.9,6256.6,1.002559811458834,303.37,836.0,46650.0,2717.07,24252.8,7532.01,98.39,182.17,2.3369999999999997,1.68,2.326,2.537,2.8819999999999997,129000.0,37.53,119.89,28961.39,149600.0,84800.0,1663.15,333.01,22338.15,7509.84,458.76,15.8271,8.1761,0.4805,0.19801
2018-06-26,303.85,827.53,2931.7,839.65,1130.86,170.66,175.28,1306.34,1482.35,142.24,7.88,1017.74,3690.2,277.81,137.74,769.1,297.6,126.19,819.52,819.52,1116.1,6082.1,1.0004024678550811,302.76,831.4,47000.0,2723.06,24283.11,7561.63,99.08,184.43,2.33563,1.68,2.3280000000000003,2.533,2.877,129500.0,38.05,119.26,28881.4,147000.0,84300.0,1691.09,342.0,22342.0,7537.92,430.33,14.8789,7.3828,0.4526,0.18316
2018-06-27,303.61,824.3,2919.68,838.37,1125.44,170.1,174.38,1299.38,1474.8,142.08,7.87,1013.22,3686.98,277.21,137.18,764.58,297.36,125.63,818.32,818.32,1115.2,6154.9,1.0015085546053313,302.25,826.69,47950.0,2699.63,24117.59,7445.09,97.54,184.16,2.33438,1.68,2.318,2.508,2.827,127500.0,37.51,118.58,28356.26,147800.0,85200.0,1660.51,344.5,22271.77,7621.69,442.16,15.4794,7.9934,0.4707,0.19125
2018-06-28,304.34,820.87,2957.41,838.38,1121.26,169.36,173.44,1292.24,1466.57,142.44,7.88,1013.97,3695.17,277.43,136.52,760.28,298.08,124.6,817.87,817.87,1117.9,5883.5,1.0013577191657372,298.26,810.2,46800.0,2716.31,24216.05,7503.68,98.63,185.5,2.33738,1.68,2.315,2.516,2.84,125000.0,37.8,118.22,28497.32,149400.0,83500.0,1701.45,349.93,22270.39,7615.63,421.27,14.5852,7.3798,0.4455,0.17787
2018-06-29,305.38,824.45,2967.46,846.12,1124.29,169.41,174.03,1297.02,1466.85,142.93,7.79,1014.79,3708.71,277.48,136.96,757.71,299.09,124.17,819.72,819.72,1121.7,6213.3,0.999485652713152,299.66,818.22,46650.0,2718.37,24271.41,7510.3,98.61,185.11,2.33575,1.68,2.322,2.532,2.86,125500.0,38.15,118.65,28955.11,152600.0,85700.0,1699.8,342.95,22304.51,7636.93,435.37,15.2818,7.7582,0.4531,0.18785
2018-07-03,304.21,820.12,2943.55,847.54,1124.71,168.19,174.59,1300.82,1468.32,142.44,7.77,1008.26,3694.49,276.58,136.75,749.83,297.95,124.66,816.19,816.19,1117.4,6513.5,1.0000010612585055,293.35,795.71,46150.0,2713.22,24174.82,7502.67,99.05,183.92,2.33725,1.68,2.3169999999999997,2.532,2.833,122000.0,38.3,118.65,28545.57,149400.0,86100.0,1693.96,310.86,21785.54,7593.29,461.89,16.1678,8.8107,0.4846,0.20525
2018-07-05,303.64,823.37,2938.87,848.78,1123.61,168.01,174.51,1300.11,1475.54,142.2,7.77,1009.55,3685.36,275.65,137.47,753.89,297.39,126.98,817.04,817.04,1115.3,6546.5,1.0046611535347438,291.63,794.05,45950.0,2736.61,24356.74,7586.43,99.76,185.4,2.3386299999999998,1.68,2.3169999999999997,2.557,2.833,121500.0,38.63,119.05,28182.09,153000.0,86200.0,1699.73,309.16,21546.99,7603.22,468.47,17.3052,8.8597,0.4775,0.201
2018-07-06,304.48,826.16,2947.04,851.56,1125.83,168.27,175.44,1307.47,1478.69,142.53,7.77,1010.85,3695.85,276.63,138.67,760.18,298.21,127.51,819.46,819.46,1118.4,6617.7,1.0032858911572344,293.11,808.89,44900.0,2759.82,24456.48,7688.39,101.16,187.97,2.33144,1.68,2.314,2.541,2.824,123500.0,38.78,118.86,28315.62,149800.0,85300.0,1710.63,308.9,21788.14,7617.7,469.9,18.3375,8.6467,0.477,0.2067
2018-07-09,304.32,830.8,2964.59,853.51,1129.66,167.67,176.18,1313.08,1485.84,142.43,7.78,1012.22,3694.6,276.68,139.2,763.68,298.05,128.11,823.27,823.27,1117.8,6667.1,1.0040334797148331,295.2,808.28,45600.0,2784.17,24776.59,7756.2,101.85,190.58,2.33313,1.68,2.324,2.5610000000000004,2.858,124500.0,39.24,119.15,28688.5,151000.0,87600.0,1739.02,318.51,22052.18,7687.99,471.52,18.1863,7.7054,0.4726,0.20514000000000002
2018-07-10,302.82,830.33,2930.11,848.21,1121.84,167.49,175.34,1306.95,1473.8,141.72,7.76,1003.2,3676.05,276.18,138.6,760.81,296.59,127.54,819.98,819.98,1112.3,6307.2,1.005683510656861,296.19,813.19,46300.0,2793.84,24919.66,7759.2,102.12,190.35,2.33744,1.68,2.329,2.5860000000000003,2.867,123500.0,39.12,118.93,28682.25,152000.0,87300.0,1743.07,322.47,22196.89,7692.04,432.67,16.0783,7.1011,0.4425,0.19089
2018-07-11,303.23,827.72,2933.75,847.8,1122.33,168.46,175.38,1307.16,1477.34,141.91,7.76,1004.28,3681.37,276.89,138.83,759.95,296.98,127.42,820.15,820.15,1113.8,6389.1,1.0088041069770821,294.43,804.78,46000.0,2774.02,24700.45,7716.61,101.98,187.88,2.3369999999999997,1.68,2.334,2.574,2.84,121500.0,38.82,117.64,28311.69,153800.0,86800.0,1755.0,318.96,21932.21,7591.96,445.99,16.4638,7.0775,0.4484,0.18958
2018-07-12,305.13,825.47,2953.9,848.64,1125.3,167.78,175.56,1308.2,1480.18,142.8,7.79,1001.16,3703.9,277.53,138.22,757.1,298.84,127.12,821.55,821.55,1120.8,6250.6,1.0906624398505471,294.41,819.29,45500.0,2798.29,24924.89,7823.92,104.19,191.03,2.3391900000000003,1.68,2.347,2.59,2.8489999999999998,123000.0,38.96,118.13,28480.83,156400.0,85600.0,1796.62,316.71,22187.96,7651.33,430.84,16.3403,6.8961,0.4375,0.18403
2018-07-13,307.04,834.8,2974.63,856.37,1124.43,167.98,176.38,1314.96,1485.71,143.69,7.84,1001.55,3727.03,279.09,138.96,763.18,300.72,127.02,826.65,826.65,1127.8,6230.2,1.010523218760076,298.65,827.89,46500.0,2801.31,25019.41,7825.98,105.43,191.33,2.336,1.69,2.35,2.582,2.8289999999999997,122500.0,39.03,117.61,28525.44,154200.0,88800.0,1813.03,318.87,22597.35,7661.87,432.85,16.2582,6.8999,0.4377,0.20604
2018-07-17,307.28,837.1,2980.85,859.24,1131.98,168.26,177.33,1321.59,1493.95,143.81,7.85,1004.63,3725.08,279.21,139.27,764.92,300.95,127.91,828.74,828.74,1128.7,7322.0,1.1829578820955602,296.88,819.72,45850.0,2809.55,25119.89,7855.12,105.95,191.45,2.34194,1.69,2.376,2.615,2.86,126500.0,39.92,116.28,28181.68,151800.0,88600.0,1843.93,322.69,22697.36,7626.33,499.87,17.9367,8.7794,0.5068,0.25321
2018-07-18,306.33,830.45,2971.61,852.49,1124.69,168.06,175.92,1311.31,1474.63,143.36,7.83,995.84,3716.6,278.07,137.97,761.99,300.03,127.22,824.29,824.29,1125.2,7383.6,1.1398135580296116,296.47,810.44,46550.0,2815.62,25199.29,7854.44,105.12,190.4,2.3475,1.69,2.41,2.615,2.875,124000.0,39.83,116.31,28117.42,152800.0,89300.0,1842.92,323.85,22794.19,7676.28,480.0,17.3357,8.605,0.4891,0.29769
2018-07-19,307.34,835.22,2982.96,857.31,1130.14,167.8,176.35,1314.38,1476.09,143.82,7.84,1000.31,3725.74,278.12,138.13,766.86,301.01,127.38,826.82,826.82,1128.9,7477.5,1.0690635179225323,295.9,796.49,46900.0,2804.49,25064.5,7825.3,104.4,191.88,2.34706,1.69,2.397,2.591,2.838,124000.0,40.09,115.81,28010.86,153000.0,90300.0,1812.97,320.23,22764.68,7683.97,469.47,17.4087,8.4221,0.4772,0.30667
